theta,V_unperturbed,V_perturbed_lora_sin
4.022637596050352,5.7610335,5.6222844
4.035216545614276,5.644005,5.565294
4.047795495178198,5.5261617,5.5118294
4.060374444742122,5.4075274,5.46134
4.072953394306044,5.2881207,5.4129624
4.085532343869968,5.16796,5.3655243
4.09811129343389,5.0470643,5.3175874
4.110690242997814,4.925449,5.267518
4.123269192561736,4.8031325,5.2135973
4.13584814212566,4.68013,5.1541433
4.148427091689584,4.5564575,5.087629
4.161006041253506,4.4321294,5.0127716
4.17358499081743,4.307162,4.928609
4.186163940381352,4.1815696,4.8345013
4.198742889945276,4.0553694,4.730137
4.211321839509198,3.9285734,4.615482
4.223900789073122,3.801198,4.490747
4.236479738637044,3.673259,4.3563247
4.249058688200968,3.544773,4.212753
4.26163763776489,3.4157536,4.0606723
4.274216587328814,3.2862196,3.900803
4.286795536892736,3.1561863,3.73392
4.29937448645666,3.025672,3.560842
4.311953436020584,2.8946948,3.382415
4.324532385584506,2.7632716,3.1995084
4.33711133514843,2.6314228,3.0130017
