theta,V_unperturbed
1.0414265494005792,-6.4856334
1.0540054989645022,-6.3785725
1.0665844485284253,-6.270499
1.0791633980923483,-6.161427
1.0917423476562713,-6.0513716
1.1043212972201943,-5.9403486
1.1169002467841174,-5.828373
1.1294791963480404,-5.715463
1.1420581459119634,-5.6016374
1.1546370954758864,-5.4869103
1.1672160450398104,-5.371302
1.1797949946037334,-5.2548327
1.1923739441676564,-5.1375213
1.2049528937315794,-5.0193877
1.2175318432955025,-4.9004545
1.2301107928594255,-4.78074
1.2426897424233485,-4.6602674
1.2552686919872715,-4.5390577
1.2678476415511946,-4.417135
1.2804265911151176,-4.294518
1.2930055406790406,-4.1712327
1.3055844902429636,-4.0473
1.3181634398068875,-3.9227438
1.3307423893708106,-3.7975872
1.3433213389347336,-3.671853
1.3559002884986566,-3.5455637
1.3684792380625797,-3.4187443
1.3810581876265027,-3.2914155
1.3936371371904257,-3.1636019
1.4062160867543487,-3.035326
1.4187950363182718,-2.906611
1.4313739858821948,-2.777478
1.4439529354461178,-2.6479502
1.4565318850100408,-2.5180495
1.4691108345739639,-2.3877983
1.4816897841378878,-2.2572165
1.4942687337018108,-2.1263258
1.5068476832657338,-1.9951462
1.5194266328296568,-1.8636992
1.5320055823935799,-1.7320037
1.544584531957503,-1.6000781
1.557163481521426,-1.467943
1.569742431085349,-1.3356158
1.582321380649272,-1.2031131
1.594900330213195,-1.0704535
1.607479279777118,-0.9376528
1.620058229341041,-0.80472827
1.632637178904964,-0.6716941
1.645216128468888,-0.53856456
1.657795078032811,-0.4053551
1.670374027596734,-0.27207935
1.682952977160657,-0.13874924
1.69553192672458,-0.0053783134
1.708110876288503,0.12802225
1.7206898258524261,0.26144135
1.7332687754163492,0.39486766
1.7458477249802722,0.52829117
1.7584266745441952,0.66170216
1.7710056241081182,0.7950915
1.7835845736720413,0.92845
1.7961635232359643,1.061769
1.8087424727998882,1.1950411
1.8213214223638112,1.3282565
1.8339003719277343,1.4614078
1.8464793214916573,1.5944868
1.8590582710555803,1.7274854
1.8716372206195033,1.8603941
1.8842161701834264,1.993206
1.8967951197473494,2.12591
1.9093740693112724,2.258497
1.9219530188751954,2.3909552
1.9345319684391185,2.5232744
1.9471109180030415,2.6554403
1.9596898675669654,2.7874393
1.9722688171308884,2.9192567
1.9848477666948114,3.0508745
1.9974267162587345,3.1822755
2.0100056658226575,3.313439
2.0225846153865805,3.4443417
2.0351635649505035,3.5749614
2.0477425145144266,3.705271
2.0603214640783496,3.8352432
2.0729004136422726,3.964848
2.0854793632061956,4.094053
2.0980583127701187,4.2228246
2.1106372623340417,4.3511267
2.1232162118979656,4.4789224
2.1357951614618886,4.606171
2.1483741110258117,4.7328334
2.1609530605897347,4.858866
2.1735320101536577,4.9842267
2.1861109597175807,5.108871
2.1986899092815038,5.2327533
2.211268858845427,5.3558292
2.22384780840935,5.4780517
2.236426757973273,5.5993752
2.249005707537196,5.7197537
2.261584657101119,5.8391423
2.274163606665042,5.957496
2.286742556228966,6.07477
2.299321505792889,6.1909204
2.311900455356812,6.305907
2.324479404920735,6.4196863
2.337058354484658,6.5322185
2.349637304048581,6.643466
2.362216253612504,6.7533913
